Product ID,Title,Variant Title,Vendor,Product Type,Handle,Tags,Price,Compare at Price,SKU,Available,Weight (grams),Primary Image
373604024359,Virgin/Raw Natural Wave--- Bundles Deals,"10""-12""--10""",Prarvi Hair,Hair,virgin-raw-natural-wave-deal-combos,"Bundle Deals, Closure, Indian Natural Virgin Hair, Natural Wave, raw, Retail",295.00,345.00,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/naturl_wave_hair_414086c1-ba4c-4d6a-8a76-e623f32af38c.jpg?v=1526628612
373604024359,Virgin/Raw Natural Wave--- Bundles Deals,"12""-14""--10""",Prarvi Hair,Hair,virgin-raw-natural-wave-deal-combos,"Bundle Deals, Closure, Indian Natural Virgin Hair, Natural Wave, raw, Retail",315.00,365.00,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/naturl_wave_hair_414086c1-ba4c-4d6a-8a76-e623f32af38c.jpg?v=1526628612
373604024359,Virgin/Raw Natural Wave--- Bundles Deals,"14""-16""--12""",Prarvi Hair,Hair,virgin-raw-natural-wave-deal-combos,"Bundle Deals, Closure, Indian Natural Virgin Hair, Natural Wave, raw, Retail",345.00,395.00,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/naturl_wave_hair_414086c1-ba4c-4d6a-8a76-e623f32af38c.jpg?v=1526628612
373604024359,Virgin/Raw Natural Wave--- Bundles Deals,"16""-18""--14""",Prarvi Hair,Hair,virgin-raw-natural-wave-deal-combos,"Bundle Deals, Closure, Indian Natural Virgin Hair, Natural Wave, raw, Retail",375.00,425.00,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/naturl_wave_hair_414086c1-ba4c-4d6a-8a76-e623f32af38c.jpg?v=1526628612
6650512670762,3-4 Poly Silk Base Men Hairpiece,"6"" / 4"" * 5"" / Golden blonde #22 and Brown #2",Prarvi Hair,Topper,men-hairpieces-3by4-poly-silk-base-toupee,,550.00,,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/5by9hairpiececolor27-30_silkbase_frontlace34poly_7.jpg?v=1631875561
6707862470698,Bundle Deal on BTBV Natural Hair Weft and Closure,(Bundle)10”-10”-12”+10”(Closure),Prarvi,Hair,bundle-deal-btbv-natural-hair-weft-closure,"Bundle Deals, Natural Virgin Color, Retail",195.00,149.00,,True,100,https://cdn.shopify.com/s/files/1/1059/1524/products/FullSizeRender_2_6a245405-7b89-46d2-a25e-b434b4ec9f16.jpg?v=1639499347
6707862470698,Bundle Deal on BTBV Natural Hair Weft and Closure,(Bundle)12”-12”-14”+12”(Closure),Prarvi,Hair,bundle-deal-btbv-natural-hair-weft-closure,"Bundle Deals, Natural Virgin Color, Retail",209.00,159.00,,True,100,https://cdn.shopify.com/s/files/1/1059/1524/products/FullSizeRender_2_6a245405-7b89-46d2-a25e-b434b4ec9f16.jpg?v=1639499347
6707862470698,Bundle Deal on BTBV Natural Hair Weft and Closure,(Bundle)14”-14”-14”+14”(Closure),Prarvi,Hair,bundle-deal-btbv-natural-hair-weft-closure,"Bundle Deals, Natural Virgin Color, Retail",225.00,169.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/FullSizeRender_2_6a245405-7b89-46d2-a25e-b434b4ec9f16.jpg?v=1639499347
6707862470698,Bundle Deal on BTBV Natural Hair Weft and Closure,(Bundle)14”-14”-16”+14”(Closure),Prarvi,Hair,bundle-deal-btbv-natural-hair-weft-closure,"Bundle Deals, Natural Virgin Color, Retail",245.00,179.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/FullSizeRender_2_6a245405-7b89-46d2-a25e-b434b4ec9f16.jpg?v=1639499347
6707862470698,Bundle Deal on BTBV Natural Hair Weft and Closure,(Bundle)16”-18”-18”+14”(Closure),Prarvi,Hair,bundle-deal-btbv-natural-hair-weft-closure,"Bundle Deals, Natural Virgin Color, Retail",295.00,189.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/FullSizeRender_2_6a245405-7b89-46d2-a25e-b434b4ec9f16.jpg?v=1639499347
6707862470698,Bundle Deal on BTBV Natural Hair Weft and Closure,(Bundle)16”-18”-18”+16”(Closure),Prarvi,Hair,bundle-deal-btbv-natural-hair-weft-closure,"Bundle Deals, Natural Virgin Color, Retail",315.00,149.00,,True,100,https://cdn.shopify.com/s/files/1/1059/1524/products/FullSizeRender_2_6a245405-7b89-46d2-a25e-b434b4ec9f16.jpg?v=1639499347
6707862470698,Bundle Deal on BTBV Natural Hair Weft and Closure,(Bundle)18”-18”-18”+16”(Closure),Prarvi,Hair,bundle-deal-btbv-natural-hair-weft-closure,"Bundle Deals, Natural Virgin Color, Retail",335.00,139.00,,True,100,https://cdn.shopify.com/s/files/1/1059/1524/products/FullSizeRender_2_6a245405-7b89-46d2-a25e-b434b4ec9f16.jpg?v=1639499347
6707862470698,Bundle Deal on BTBV Natural Hair Weft and Closure,(Bundle)18”-20”-20”+18”(Closure),Prarvi,Hair,bundle-deal-btbv-natural-hair-weft-closure,"Bundle Deals, Natural Virgin Color, Retail",365.00,139.00,,True,100,https://cdn.shopify.com/s/files/1/1059/1524/products/FullSizeRender_2_6a245405-7b89-46d2-a25e-b434b4ec9f16.jpg?v=1639499347
1634725101610,Women Natural Hair Topper Size 8*10,10'',Prarvi Hair,Hair,women-natural-hair-topper-size-8-10,,549.00,399.00,WTP81010,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_3526_e81bc252-5a77-410d-b5ab-a3e1e492c3b0.jpg?v=1627145974
1634725101610,Women Natural Hair Topper Size 8*10,12'',Prarvi Hair,Hair,women-natural-hair-topper-size-8-10,,575.00,425.00,WTP81012,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_3526_e81bc252-5a77-410d-b5ab-a3e1e492c3b0.jpg?v=1627145974
1634725101610,Women Natural Hair Topper Size 8*10,14'',Prarvi Hair,Hair,women-natural-hair-topper-size-8-10,,599.00,475.00,WTP81014,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_3526_e81bc252-5a77-410d-b5ab-a3e1e492c3b0.jpg?v=1627145974
1634725101610,Women Natural Hair Topper Size 8*10,16'',Prarvi Hair,Hair,women-natural-hair-topper-size-8-10,,625.00,499.00,WTP81016,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_3526_e81bc252-5a77-410d-b5ab-a3e1e492c3b0.jpg?v=1627145974
1634725101610,Women Natural Hair Topper Size 8*10,18'',Prarvi Hair,Hair,women-natural-hair-topper-size-8-10,,649.00,475.00,WTP81018,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_3526_e81bc252-5a77-410d-b5ab-a3e1e492c3b0.jpg?v=1627145974
1634704195626,Women Natural Hair Topper Size 7*8,"10""",Prarvi Hair,Hair,women-natural-hair-topper-size-7-8,"alopecia, bald, bald patch, Retail, Women hair Topper",449.00,400.00,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_3524_f2aeea7c-60af-498c-a2f0-06957a4b5558.jpg?v=1627145044
1634704195626,Women Natural Hair Topper Size 7*8,"12""",Prarvi Hair,Hair,women-natural-hair-topper-size-7-8,"alopecia, bald, bald patch, Retail, Women hair Topper",475.00,400.00,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_3524_f2aeea7c-60af-498c-a2f0-06957a4b5558.jpg?v=1627145044
1634704195626,Women Natural Hair Topper Size 7*8,14'',Prarvi Hair,Hair,women-natural-hair-topper-size-7-8,"alopecia, bald, bald patch, Retail, Women hair Topper",499.00,400.00,WTP7814,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_3524_f2aeea7c-60af-498c-a2f0-06957a4b5558.jpg?v=1627145044
1634704195626,Women Natural Hair Topper Size 7*8,"16""",Prarvi Hair,Hair,women-natural-hair-topper-size-7-8,"alopecia, bald, bald patch, Retail, Women hair Topper",525.00,400.00,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_3524_f2aeea7c-60af-498c-a2f0-06957a4b5558.jpg?v=1627145044
1634704195626,Women Natural Hair Topper Size 7*8,"18""",Prarvi Hair,Hair,women-natural-hair-topper-size-7-8,"alopecia, bald, bald patch, Retail, Women hair Topper",549.00,400.00,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_3524_f2aeea7c-60af-498c-a2f0-06957a4b5558.jpg?v=1627145044
6611752058922,Ash Blonde Natural Straight Hair Micro Tips,"20""",Prarvi Hair,,ash-blonde-hair-micro-tips,"itips, keratin tips",115.00,,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_7870.jpg?v=1667995793
6611740950570,Platinum Blonde Natural Wave I-Tip Hair Extensions,"20""",Prarvi Hair,,golden-blonde-i-tip-hair-extension,,115.00,,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_7854.jpg?v=1667995804
6619460370474,Coral Green Natural Hair Extension,10,Prarvi,Hair,coral-green-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",175.00,120.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9381.jpg?v=1626087147
6619460370474,Coral Green Natural Hair Extension,12,Prarvi,Hair,coral-green-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",185.00,130.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9381.jpg?v=1626087147
6619460370474,Coral Green Natural Hair Extension,14,Prarvi,Hair,coral-green-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",195.00,140.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9381.jpg?v=1626087147
6619460370474,Coral Green Natural Hair Extension,16,Prarvi,Hair,coral-green-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",215.00,150.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9381.jpg?v=1626087147
6619460370474,Coral Green Natural Hair Extension,18,Prarvi,Hair,coral-green-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",235.00,160.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9381.jpg?v=1626087147
6619461648426,Wine Red Natural Hair Extension,10,Prarvi,Hair,wine-red-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",175.00,120.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9375.jpg?v=1626087564
6619461648426,Wine Red Natural Hair Extension,12,Prarvi,Hair,wine-red-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",185.00,130.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9375.jpg?v=1626087564
6619461648426,Wine Red Natural Hair Extension,14,Prarvi,Hair,wine-red-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",195.00,140.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9375.jpg?v=1626087564
6619461648426,Wine Red Natural Hair Extension,16,Prarvi,Hair,wine-red-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",215.00,150.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9375.jpg?v=1626087564
6619461648426,Wine Red Natural Hair Extension,18,Prarvi,Hair,wine-red-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",235.00,160.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9375.jpg?v=1626087564
6619461812266,Turk Blue Natural Hair Extension,10,Prarvi,Hair,turk-blue-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",175.00,120.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9373.jpg?v=1626087703
6619461812266,Turk Blue Natural Hair Extension,12,Prarvi,Hair,turk-blue-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",185.00,130.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9373.jpg?v=1626087703
6619461812266,Turk Blue Natural Hair Extension,14,Prarvi,Hair,turk-blue-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",195.00,140.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9373.jpg?v=1626087703
6619461812266,Turk Blue Natural Hair Extension,16,Prarvi,Hair,turk-blue-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",215.00,150.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9373.jpg?v=1626087703
6619461812266,Turk Blue Natural Hair Extension,18,Prarvi,Hair,turk-blue-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",235.00,160.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9373.jpg?v=1626087703
6619454308394,Magenta Pink Natural Hair Extension,10,Prarvi,Hair,magenta-pink-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",175.00,120.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9394.jpg?v=1626086994
6619454308394,Magenta Pink Natural Hair Extension,12,Prarvi,Hair,magenta-pink-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",185.00,130.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9394.jpg?v=1626086994
6619454308394,Magenta Pink Natural Hair Extension,14,Prarvi,Hair,magenta-pink-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",195.00,140.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9394.jpg?v=1626086994
6619454308394,Magenta Pink Natural Hair Extension,16,Prarvi,Hair,magenta-pink-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",215.00,150.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9394.jpg?v=1626086994
6619454308394,Magenta Pink Natural Hair Extension,18,Prarvi,Hair,magenta-pink-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",235.00,160.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9394.jpg?v=1626086994
6619459682346,Light Pink Natural Hair Extension,10,Prarvi,Hair,light-pink-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail, wigs",175.00,120.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9386_7ef0c304-8d01-428d-9710-56ee1e1030e1.jpg?v=1626086951
6619459682346,Light Pink Natural Hair Extension,12,Prarvi,Hair,light-pink-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail, wigs",185.00,130.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9386_7ef0c304-8d01-428d-9710-56ee1e1030e1.jpg?v=1626086951
6619459682346,Light Pink Natural Hair Extension,14,Prarvi,Hair,light-pink-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail, wigs",195.00,140.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9386_7ef0c304-8d01-428d-9710-56ee1e1030e1.jpg?v=1626086951
6619459682346,Light Pink Natural Hair Extension,16,Prarvi,Hair,light-pink-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail, wigs",215.00,150.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9386_7ef0c304-8d01-428d-9710-56ee1e1030e1.jpg?v=1626086951
6619459682346,Light Pink Natural Hair Extension,18,Prarvi,Hair,light-pink-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail, wigs",235.00,160.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9386_7ef0c304-8d01-428d-9710-56ee1e1030e1.jpg?v=1626086951
6619462271018,Naughty Red Natural Hair Extension,10,Prarvi,Hair,naughty-red-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",175.00,120.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9399.jpg?v=1626087849
6619462271018,Naughty Red Natural Hair Extension,12,Prarvi,Hair,naughty-red-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",185.00,130.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9399.jpg?v=1626087849
6619462271018,Naughty Red Natural Hair Extension,14,Prarvi,Hair,naughty-red-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",195.00,140.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9399.jpg?v=1626087849
6619462271018,Naughty Red Natural Hair Extension,16,Prarvi,Hair,naughty-red-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",215.00,150.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9399.jpg?v=1626087849
6619462271018,Naughty Red Natural Hair Extension,18,Prarvi,Hair,naughty-red-natural-hair-extension,"Indian Natural Virgin Hair, Natural Virgin Color, Natural Wave, Non Steam Permed Hair, Retail",235.00,160.00,,True,99,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_9399.jpg?v=1626087849
6611737739306,Brown Silky Straight I-Tip Hair Extension,"20""",Prarvi Hair,,brown-silky-straight-i-tip-hair-extension,,135.00,,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_7873.jpg?v=1626091887
6611737739306,Brown Silky Straight I-Tip Hair Extension,"24""",Prarvi Hair,,brown-silky-straight-i-tip-hair-extension,,150.00,,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_7873.jpg?v=1626091887
6611737739306,Brown Silky Straight I-Tip Hair Extension,"28""",Prarvi Hair,,brown-silky-straight-i-tip-hair-extension,,160.00,,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_7873.jpg?v=1626091887
6611737739306,Brown Silky Straight I-Tip Hair Extension,"32""",Prarvi Hair,,brown-silky-straight-i-tip-hair-extension,,170.00,,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_7873.jpg?v=1626091887
6611752517674,Ash Blonde Natural Wave Hair Micro Tips,"20""",Prarvi Hair,,ash-blonde-natural-wave-hair-micro-tips,,115.00,,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_7846.jpg?v=1626091841
6611752517674,Ash Blonde Natural Wave Hair Micro Tips,"24""",Prarvi Hair,,ash-blonde-natural-wave-hair-micro-tips,,125.00,,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_7846.jpg?v=1626091841
6583023927338,Relaxed Hair I-Tip,"18""",Prarvi Hair,,yaki-i-tip-hair-extension,,99.00,,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_7810_85795840-adbf-4b13-a376-fef6588545b8.jpg?v=1626092018
6583023927338,Relaxed Hair I-Tip,"20""",Prarvi Hair,,yaki-i-tip-hair-extension,,109.00,,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_7810_85795840-adbf-4b13-a376-fef6588545b8.jpg?v=1626092018
6583040016426,Prarvi Hair Platinum Blonde Natural Straight Micro Tips,"20""",Prarvi Hair,,platinum-blonde-i-tip-hair-extension,,115.00,,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_7839_1966c381-dc96-4cd5-b7f9-8e8f6aa4cb1a.jpg?v=1626091929
6583031726122,Loose Curly Round Shape I-Tip Hair Extension,"18""",Prarvi Hair,,loose-curly-round-shape-i-tip-hair-extension,,99.00,,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_7818.jpg?v=1626092273
6583031726122,Loose Curly Round Shape I-Tip Hair Extension,"20""",Prarvi Hair,,loose-curly-round-shape-i-tip-hair-extension,,109.00,,,True,0,https://cdn.shopify.com/s/files/1/1059/1524/products/IMG_7818.jpg?v=1626092273
